Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Manipulation: Spreadsheet
10,1686260143290,08/06/2023 21:35:43,1686238543290,-6,08/06/2023 09:35:43,127819,12,task-t5nj,,29955140,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,collocation,7,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,2129.9540000357665,2119.251000000004,2129.9540000357665,2129.9540000357665,2119.251000000004,2129.9540000357665,1,2129.9540000357665,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
11,1686260147676,08/06/2023 21:35:47,1686238547676,-6,08/06/2023 09:35:47,127819,12,task-t5nj,,29955140,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,collocation,7,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,4396.403000023842,4387.206999999995,4396.403000023842,4396.403000023842,4387.206999999995,4396.403000023842,1,4396.403000023842,0,0,,Click Response,Response,3,object-6,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
12,1686260147677,08/06/2023 21:35:47,1686238547677,-6,08/06/2023 09:35:47,127819,12,task-t5nj,,29955140,BLIND,8918589,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1920x1080,1920x969,,collocation,7,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1686253471596,08/06/2023 19:44:31,1686239071596,-4,08/06/2023 11:44:31,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1686253485026,08/06/2023 19:44:45,1686239085026,-4,08/06/2023 11:44:45,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,13443.20899999702,13434.346,13443.20899999702,13443.20899999702,13434.346,13443.20899999702,1,13443.20899999702,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
3,1686253506079,08/06/2023 19:45:06,1686239106079,-4,08/06/2023 11:45:06,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,21062.563000000002,21051.419,21062.563000000002,21062.563000000002,21051.419,21062.563000000002,1,21062.563000000002,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
4,1686253516713,08/06/2023 19:45:16,1686239116713,-4,08/06/2023 11:45:16,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,10645.34400000298,10634.051,10645.34400000298,10645.34400000298,10634.051,10645.34400000298,1,10645.34400000298,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
5,1686253521695,08/06/2023 19:45:21,1686239121695,-4,08/06/2023 11:45:21,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,4994.093000000001,4983.432999999997,4994.093000000001,4994.093000000001,4983.432999999997,4994.093000000001,1,4994.093000000001,0,0,,Click Response,Response,3,object-6,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
6,1686253527913,08/06/2023 19:45:27,1686239127913,-4,08/06/2023 11:45:27,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,6228.1600000000035,6217.284000000007,6228.1600000000035,6228.1600000000035,6217.284000000007,6228.1600000000035,1,6228.1600000000035,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
7,1686253542896,08/06/2023 19:45:42,1686239142896,-4,08/06/2023 11:45:42,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,14994.175999997016,14984.237000000001,14994.175999997016,14994.175999997016,14984.237000000001,14994.175999997016,1,14994.175999997016,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
8,1686253550961,08/06/2023 19:45:50,1686239150961,-4,08/06/2023 11:45:50,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,8075.239000008936,8067.353000000003,8075.239000008936,8075.239000008936,8067.353000000003,8075.239000008936,1,8075.239000008936,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
9,1686253570399,08/06/2023 19:46:10,1686239170399,-4,08/06/2023 11:46:10,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,19446.285999999993,19434.501999999993,19446.285999999993,19446.285999999993,19434.501999999993,19446.285999999993,1,19446.285999999993,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
10,1686253578048,08/06/2023 19:46:18,1686239178048,-4,08/06/2023 11:46:18,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,7659.583999997019,7650.635999999999,7659.583999997019,7659.583999997019,7650.635999999999,7659.583999997019,1,7659.583999997019,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
11,1686253581733,08/06/2023 19:46:21,1686239181733,-4,08/06/2023 11:46:21,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,3694.947999997021,3683.4070000000065,3694.947999997021,3694.947999997021,3683.4070000000065,3694.947999997021,1,3694.947999997021,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
12,1686253581737,08/06/2023 19:46:21,1686239181737,-4,08/06/2023 11:46:21,127819,12,task-t5nj,,29955407,BLIND,8919052,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1440x900,1440x821,,collocation,7,ABC,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1686257937489,08/06/2023 20:58:57,1686239937489,-5,08/06/2023 10:58:57,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1686257963116,08/06/2023 20:59:23,1686239963116,-5,08/06/2023 10:59:23,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,25640.982000000186,25632.2,25640.982000000186,25640.982000000186,25632.2,25640.982000000186,1,25640.982000000186,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
3,1686257968809,08/06/2023 20:59:28,1686239968809,-5,08/06/2023 10:59:28,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,5701.782000000185,5699.742999999999,5701.782000000185,5701.782000000185,5699.742999999999,5701.782000000185,1,5701.782000000185,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
4,1686257971624,08/06/2023 20:59:31,1686239971624,-5,08/06/2023 10:59:31,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,2816.4389999996274,2799.8799999999974,2816.4389999996274,2816.4389999996274,2799.8799999999974,2816.4389999996274,1,2816.4389999996274,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
5,1686257974222,08/06/2023 20:59:34,1686239974222,-5,08/06/2023 10:59:34,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,2614.659000000189,2599.868000000002,2614.659000000189,2614.659000000189,2599.868000000002,2614.659000000189,1,2614.659000000189,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
6,1686257976045,08/06/2023 20:59:36,1686239976045,-5,08/06/2023 10:59:36,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,1838.2910000001866,1833.2510000000038,1838.2910000001866,1838.2910000001866,1833.2510000000038,1838.2910000001866,1,1838.2910000001866,0,0,,Click Response,Response,3,object-6,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
7,1686257979888,08/06/2023 20:59:39,1686239979888,-5,08/06/2023 10:59:39,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,3847.5400000001828,3833.1289999999935,3847.5400000001828,3847.5400000001828,3833.1289999999935,3847.5400000001828,1,3847.5400000001828,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
8,1686257983570,08/06/2023 20:59:43,1686239983570,-5,08/06/2023 10:59:43,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,3696.4110000001892,3683.1020000000062,3696.4110000001892,3696.4110000001892,3683.1020000000062,3696.4110000001892,1,3696.4110000001892,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
9,1686257990500,08/06/2023 20:59:50,1686239990500,-5,08/06/2023 10:59:50,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,6943.309000000183,6933.010999999999,6943.309000000183,6943.309000000183,6933.010999999999,6943.309000000183,1,6943.309000000183,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
10,1686257997672,08/06/2023 20:59:57,1686239997672,-5,08/06/2023 10:59:57,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,7182.197999999626,7166.293999999994,7182.197999999626,7182.197999999626,7166.293999999994,7182.197999999626,1,7182.197999999626,0,0,,Click Response,Response,3,object-6,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
11,1686258001102,08/06/2023 21:00:01,1686240001102,-5,08/06/2023 11:00:01,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,3446.1039999998175,3433.1630000000005,3446.1039999998175,3446.1039999998175,3433.1630000000005,3446.1039999998175,1,3446.1039999998175,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
12,1686258001104,08/06/2023 21:00:01,1686240001104,-5,08/06/2023 11:00:01,127819,12,task-t5nj,,29955781,BLIND,8919105,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1366x695,,collocation,7,ACB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1686273108403,09/06/2023 01:11:48,1686247908403,-7,08/06/2023 11:11:48,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1686273116694,09/06/2023 01:11:56,1686247916694,-7,08/06/2023 11:11:56,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,8310.631999904632,8303.052,8310.631999904632,8310.631999904632,8303.052,8310.631999904632,1,8310.631999904632,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
3,1686273123348,09/06/2023 01:12:03,1686247923348,-7,08/06/2023 11:12:03,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,6661.679999809265,6649.734,6661.679999809265,6661.679999809265,6649.734,6661.679999809265,1,6661.679999809265,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
4,1686273133498,09/06/2023 01:12:13,1686247933498,-7,08/06/2023 11:12:13,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,10162.145999856948,10148.734,10162.145999856948,10162.145999856948,10148.734,10162.145999856948,1,10162.145999856948,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
5,1686273138171,09/06/2023 01:12:18,1686247938171,-7,08/06/2023 11:12:18,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,4685.611999904631,4683.145999999997,4685.611999904631,4685.611999904631,4683.145999999997,4685.611999904631,1,4685.611999904631,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
6,1686273147544,09/06/2023 01:12:27,1686247947544,-7,08/06/2023 11:12:27,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,9375.665999952318,9362.258999999998,9375.665999952318,9375.665999952318,9362.258999999998,9375.665999952318,1,9375.665999952318,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
7,1686273154295,09/06/2023 01:12:34,1686247954295,-7,08/06/2023 11:12:34,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,6764.90699995232,6749.730000000003,6764.90699995232,6764.90699995232,6749.730000000003,6764.90699995232,1,6764.90699995232,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
8,1686273159953,09/06/2023 01:12:39,1686247959953,-7,08/06/2023 11:12:39,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,5672.5769998092655,5656.078000000001,5672.5769998092655,5672.5769998092655,5656.078000000001,5672.5769998092655,1,5672.5769998092655,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
9,1686273169353,09/06/2023 01:12:49,1686247969353,-7,08/06/2023 11:12:49,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,9416.289999999994,9399.623999999996,9416.289999999994,9416.289999999994,9399.623999999996,9416.289999999994,1,9416.289999999994,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
10,1686273176649,09/06/2023 01:12:56,1686247976649,-7,08/06/2023 11:12:56,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,7311.6159999999945,7294.949999999997,7311.6159999999945,7311.6159999999945,7294.949999999997,7311.6159999999945,1,7311.6159999999945,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
11,1686273183997,09/06/2023 01:13:03,1686247983997,-7,08/06/2023 11:13:03,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,7366.124999856955,7349.706000000006,7366.124999856955,7366.124999856955,7349.706000000006,7366.124999856955,1,7366.124999856955,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
12,1686273183998,09/06/2023 01:13:03,1686247983998,-7,08/06/2023 11:13:03,127819,12,task-t5nj,,29958658,BLIND,8919935,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1680x1050,1680x971,,collocation,7,BAC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1686262306546,08/06/2023 22:11:46,1686247906546,-4,08/06/2023 14:11:46,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,collocation,7,BCA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1686262328362,08/06/2023 22:12:08,1686247928362,-4,08/06/2023 14:12:08,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1280x577,,collocation,7,BCA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,21825.996999999254,21821.522999999997,21825.996999999254,21825.996999999254,21821.522999999997,21825.996999999254,1,21825.996999999254,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
3,1686262349697,08/06/2023 22:12:29,1686247949697,-4,08/06/2023 14:12:29,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1422x641,,collocation,7,BCA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,21339.473999999256,21337.674000000003,21339.473999999256,21339.473999999256,21337.674000000003,21339.473999999256,1,21339.473999999256,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
4,1686262359703,08/06/2023 22:12:39,1686247959703,-4,08/06/2023 14:12:39,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1422x641,,collocation,7,BCA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,10007.999999998508,9993.167000000001,10007.999999998508,10007.999999998508,9993.167000000001,10007.999999998508,1,10007.999999998508,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
5,1686262360873,08/06/2023 22:12:40,1686247960873,-4,08/06/2023 14:12:40,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1422x641,,collocation,7,BCA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,1184.3329999985071,1167.7579999999944,1184.3329999985071,1184.3329999985071,1167.7579999999944,1184.3329999985071,1,1184.3329999985071,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
6,1686262362002,08/06/2023 22:12:42,1686247962002,-4,08/06/2023 14:12:42,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1422x641,,collocation,7,BCA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,1145.475000000748,1134.5310000000027,1145.475000000748,1145.475000000748,1134.5310000000027,1145.475000000748,1,1145.475000000748,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
7,1686262365669,08/06/2023 22:12:45,1686247965669,-4,08/06/2023 14:12:45,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1422x641,,collocation,7,BCA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,3678.1440000000002,3670.105000000003,3678.1440000000002,3678.1440000000002,3670.105000000003,3678.1440000000002,1,3678.1440000000002,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
8,1686262373212,08/06/2023 22:12:53,1686247973212,-4,08/06/2023 14:12:53,127819,12,task-t5nj,,29958660,BLIND,8920031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1280x720,1422x641,,collocation,7,BCA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,7551.538999999997,7540.749000000003,7551.538999999997,7551.538999999997,7540.749000000003,7551.538999999997,1,7551.538999999997,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
