Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: item,Spreadsheet: ANSWER,Spreadsheet: targetresponse,Spreadsheet: type,Manipulation: Spreadsheet,Store: Accuracy,Store: incorrect
47,1680034692905,28/03/2023 20:18:12,1680020292905,-4,28/03/2023 12:18:12,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,45,main,main,l6tere,1,response,cross.png,1392.27000002384,1383.4590000000026,1392.27000002384,1392.27000002384,1383.4590000000026,1392.27000002384,1,0,1392.27000002384,0,0,,Click Response,Response,2,object-19,main,2,abergy,cross.png,non,non,,,
48,1680034693839,28/03/2023 20:18:13,1680020293839,-4,28/03/2023 12:18:13,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,46,main,main,l6tere,1,response,cross.png,942.9110000476794,933.3669999999984,942.9110000476794,942.9110000476794,933.3669999999984,942.9110000476794,1,0,942.9110000476794,0,0,,Click Response,Response,2,object-19,main,2,pudour,cross.png,non,non,,,
49,1680034694903,28/03/2023 20:18:14,1680020294903,-4,28/03/2023 12:18:14,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,47,main,main,l6tere,1,response,cross.png,1073.6440000119183,1066.7249999999913,1073.6440000119183,1073.6440000119183,1066.7249999999913,1073.6440000119183,1,0,1073.6440000119183,0,0,,Click Response,Response,2,object-19,main,2,pulsh,cross.png,non,non,,,
50,1680034697215,28/03/2023 20:18:17,1680020297215,-4,28/03/2023 12:18:17,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,48,main,main,l6tere,1,response,tick.png,2319.719000023848,2316.8610000000044,2319.719000023848,2319.719000023848,2316.8610000000044,2319.719000023848,1,0,2319.719000023848,0,0,,Click Response,Response,1,object-18,main,2,upkeep,tick.png,word,word,,,
51,1680034698264,28/03/2023 20:18:18,1680020298264,-4,28/03/2023 12:18:18,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,49,main,main,l6tere,1,response,tick.png,1050.0360000000073,1033.369000000006,1050.0360000000073,1050.0360000000073,1033.369000000006,1050.0360000000073,1,0,1050.0360000000073,0,0,,Click Response,Response,1,object-18,main,2,ablaze,tick.png,word,word,,,
52,1680034699144,28/03/2023 20:18:19,1680020299144,-4,28/03/2023 12:18:19,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,50,main,main,l6tere,1,response,tick.png,897.6890000119165,883.4020000000019,897.6890000119165,897.6890000119165,883.4020000000019,897.6890000119165,1,0,897.6890000119165,0,0,,Click Response,Response,1,object-18,main,2,nourishment,tick.png,word,word,,,
53,1680034700014,28/03/2023 20:18:20,1680020300014,-4,28/03/2023 12:18:20,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,51,main,main,l6tere,1,response,tick.png,883.3949999999895,866.7279999999882,883.3949999999895,883.3949999999895,866.7279999999882,883.3949999999895,1,0,883.3949999999895,0,0,,Click Response,Response,1,object-18,main,2,allied,tick.png,word,word,,,
54,1680034701008,28/03/2023 20:18:21,1680020301008,-4,28/03/2023 12:18:21,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,52,main,main,l6tere,1,response,tick.png,1012.0590000119264,1000.0690000000031,1012.0590000119264,1012.0590000119264,1000.0690000000031,1012.0590000119264,1,0,1012.0590000119264,0,0,,Click Response,Response,1,object-18,main,2,slain,tick.png,word,word,,,
55,1680034702280,28/03/2023 20:18:22,1680020302280,-4,28/03/2023 12:18:22,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,53,main,main,l6tere,1,response,tick.png,1283.3910000000033,1266.724000000002,1283.3910000000033,1283.3910000000033,1266.724000000002,1283.3910000000033,1,0,1283.3910000000033,0,0,,Click Response,Response,1,object-18,main,2,moonlit,tick.png,word,word,,,
56,1680034703376,28/03/2023 20:18:23,1680020303376,-4,28/03/2023 12:18:23,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,54,main,main,l6tere,1,response,tick.png,1113.3660000357631,1100.0950000000012,1113.3660000357631,1113.3660000357631,1100.0950000000012,1113.3660000357631,1,0,1113.3660000357631,0,0,,Click Response,Response,1,object-18,main,2,rascal,tick.png,word,word,,,
57,1680034704223,28/03/2023 20:18:24,1680020304223,-4,28/03/2023 12:18:24,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,55,main,main,l6tere,1,response,tick.png,860.0710000476829,850.0669999999955,860.0710000476829,860.0710000476829,850.0669999999955,860.0710000476829,1,0,860.0710000476829,0,0,,Click Response,Response,1,object-18,main,2,majestic,tick.png,word,word,,,
58,1680034705135,28/03/2023 20:18:25,1680020305135,-4,28/03/2023 12:18:25,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,56,main,main,l6tere,1,response,tick.png,922.0040000476874,916.7290000000066,922.0040000476874,922.0040000476874,916.7290000000066,922.0040000476874,1,0,922.0040000476874,0,0,,Click Response,Response,1,object-18,main,2,scholar,tick.png,word,word,,,
59,1680034706047,28/03/2023 20:18:26,1680020306047,-4,28/03/2023 12:18:26,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,57,main,main,l6tere,1,response,tick.png,916.7280000000028,900.0610000000015,916.7280000000028,916.7280000000028,900.0610000000015,916.7280000000028,0,0,916.7280000000028,0,0,,Click Response,Response,1,object-18,main,2,interfate,cross.png,non,non,,,
60,1680034706903,28/03/2023 20:18:26,1680020306903,-4,28/03/2023 12:18:26,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,58,main,main,l6tere,1,response,tick.png,872.6140000238374,866.7289999999921,872.6140000238374,872.6140000238374,866.7289999999921,872.6140000238374,1,0,872.6140000238374,0,0,,Click Response,Response,1,object-18,main,2,lofty,tick.png,word,word,,,
61,1680034707976,28/03/2023 20:18:27,1680020307976,-4,28/03/2023 12:18:27,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,59,main,main,l6tere,1,response,tick.png,1079.2850000000035,1066.7290000000066,1079.2850000000035,1079.2850000000035,1066.7290000000066,1079.2850000000035,0,0,1079.2850000000035,0,0,,Click Response,Response,1,object-18,main,2,kermshaw,cross.png,non,non,,,
62,1680034708704,28/03/2023 20:18:28,1680020308704,-4,28/03/2023 12:18:28,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,60,main,main,l6tere,1,response,tick.png,740.2560000476806,733.4210000000021,740.2560000476806,740.2560000476806,733.4210000000021,740.2560000476806,0,0,740.2560000476806,0,0,,Click Response,Response,1,object-18,main,2,mensible,cross.png,non,non,,,
63,1680034709607,28/03/2023 20:18:29,1680020309607,-4,28/03/2023 12:18:29,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,61,main,main,l6tere,1,response,tick.png,910.1349999999948,900.0339999999997,910.1349999999948,910.1349999999948,900.0339999999997,910.1349999999948,1,0,910.1349999999948,0,0,,Click Response,Response,1,object-18,main,2,eloquence,tick.png,word,word,,,
64,1680034710616,28/03/2023 20:18:30,1680020310616,-4,28/03/2023 12:18:30,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,62,main,main,l6tere,1,response,tick.png,1019.3010000476788,1016.7409999999945,1019.3010000476788,1019.3010000476788,1016.7409999999945,1019.3010000476788,1,0,1019.3010000476788,0,0,,Click Response,Response,1,object-18,main,2,fray,tick.png,word,word,,,
65,1680034712087,28/03/2023 20:18:32,1680020312087,-4,28/03/2023 12:18:32,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,63,main,main,l6tere,1,response,cross.png,1473.6600000119215,1466.797000000006,1473.6600000119215,1473.6600000119215,1466.797000000006,1473.6600000119215,0,0,1473.6600000119215,0,0,,Click Response,Response,2,object-19,main,2,plaintively,tick.png,word,word,,,
66,1680034712093,28/03/2023 20:18:32,1680020312093,-4,28/03/2023 12:18:32,127819,11,task-fg99,,28496644,BLIND,8469452,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,1517x734,,English lextale,4,BCA,AB,eng,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,
1,1680046229968,28/03/2023 23:30:29,1680021029968,-7,28/03/2023 09:30:29,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,
2,1680046231440,28/03/2023 23:30:31,1680021031440,-7,28/03/2023 09:30:31,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,1,instructions,Screen 1,pemmcz,1,continue,,1485.7150000000001,1471.0079999999998,1485.7150000000001,1485.7150000000001,1471.0079999999998,1485.7150000000001,1,0,1485.7150000000001,0,0,,Click To Continue,Continue Button,2,object-5,instructions,,,,,,,,
3,1680046232834,28/03/2023 23:30:32,1680021032834,-7,28/03/2023 09:30:32,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,1,main,main,l6tere,1,response,tick.png,1409.3069999940399,1404.1440000000002,1409.3069999940399,1409.3069999940399,1404.1440000000002,1409.3069999940399,0,0,1409.3069999940399,0,0,,Click Response,Response,1,object-18,main,1,party,cross.png,non,filler,,,
4,1680046234050,28/03/2023 23:30:34,1680021034050,-7,28/03/2023 09:30:34,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,2,main,main,l6tere,1,response,cross.png,1220.2679999999991,1203.5519999999997,1220.2679999999991,1220.2679999999991,1203.5519999999997,1220.2679999999991,1,0,1220.2679999999991,0,0,,Click Response,Response,2,object-19,main,1,dogify,cross.png,non,filler,,,
5,1680046234927,28/03/2023 23:30:34,1680021034927,-7,28/03/2023 09:30:34,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,3,main,main,l6tere,1,response,cross.png,894.4110000059609,886.3230000000003,894.4110000059609,894.4110000059609,886.3230000000003,894.4110000059609,1,0,894.4110000059609,0,0,,Click Response,Response,2,object-19,main,1,bargoin,cross.png,word,filler,,,
6,1680046235782,28/03/2023 23:30:35,1680021035782,-7,28/03/2023 09:30:35,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,4,main,main,l6tere,1,response,cross.png,862.8879999880792,852.5159999999996,862.8879999880792,862.8879999880792,852.5159999999996,862.8879999880792,1,0,862.8879999880792,0,0,,Click Response,Response,2,object-19,main,2,skave,cross.png,non,non,,,
7,1680046236570,28/03/2023 23:30:36,1680021036570,-7,28/03/2023 09:30:36,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,5,main,main,l6tere,1,response,tick.png,798.072000005961,785.652,798.072000005961,798.072000005961,785.652,798.072000005961,1,0,798.072000005961,0,0,,Click Response,Response,1,object-18,main,2,scornful,tick.png,word,word,,,
8,1680046237470,28/03/2023 23:30:37,1680021037470,-7,28/03/2023 09:30:37,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,6,main,main,l6tere,1,response,cross.png,912.5200000000004,902.6640000000007,912.5200000000004,912.5200000000004,902.6640000000007,912.5200000000004,0,0,912.5200000000004,0,0,,Click Response,Response,2,object-19,main,2,stoutly,tick.png,word,word,,,
9,1680046238226,28/03/2023 23:30:38,1680021038226,-7,28/03/2023 09:30:38,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,7,main,main,l6tere,1,response,tick.png,766.4559999940393,752.2199999999993,766.4559999940393,766.4559999940393,752.2199999999993,766.4559999940393,1,0,766.4559999940393,0,0,,Click Response,Response,1,object-18,main,2,recipient,tick.png,word,word,,,
10,1680046239405,28/03/2023 23:30:39,1680021039405,-7,28/03/2023 09:30:39,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,8,main,main,l6tere,1,response,tick.png,1192.6360000000004,1186.8360000000011,1192.6360000000004,1192.6360000000004,1186.8360000000011,1192.6360000000004,0,0,1192.6360000000004,0,0,,Click Response,Response,1,object-18,main,2,mensible,cross.png,non,non,,,
11,1680046240272,28/03/2023 23:30:40,1680021040272,-7,28/03/2023 09:30:40,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,9,main,main,l6tere,1,response,cross.png,872.9999999880783,869.232,872.9999999880783,872.9999999880783,869.232,872.9999999880783,0,0,872.9999999880783,0,0,,Click Response,Response,2,object-19,main,2,bewitch,tick.png,word,word,,,
12,1680046240946,28/03/2023 23:30:40,1680021040946,-7,28/03/2023 09:30:40,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,10,main,main,l6tere,1,response,tick.png,677.7679999880784,668.6399999999994,677.7679999880784,677.7679999880784,668.6399999999994,677.7679999880784,1,0,677.7679999880784,0,0,,Click Response,Response,1,object-18,main,2,festivity,tick.png,word,word,,,
13,1680046241733,28/03/2023 23:30:41,1680021041733,-7,28/03/2023 09:30:41,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,11,main,main,l6tere,1,response,tick.png,796.627999988079,785.652,796.627999988079,796.627999988079,785.652,796.627999988079,1,0,796.627999988079,0,0,,Click Response,Response,1,object-18,main,2,screech,tick.png,word,word,,,
14,1680046242892,28/03/2023 23:30:42,1680021042892,-7,28/03/2023 09:30:42,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,12,main,main,l6tere,1,response,tick.png,1169.5760000119208,1153.4040000000005,1169.5760000119208,1169.5760000119208,1153.4040000000005,1169.5760000119208,1,0,1169.5760000119208,0,0,,Click Response,Response,1,object-18,main,2,plaintively,tick.png,word,word,,,
15,1680046243724,28/03/2023 23:30:43,1680021043724,-7,28/03/2023 09:30:43,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,13,main,main,l6tere,1,response,cross.png,848.6720000119203,835.7999999999993,848.6720000119203,848.6720000119203,835.7999999999993,848.6720000119203,0,0,848.6720000119203,0,0,,Click Response,Response,2,object-19,main,2,unkempt,tick.png,word,word,,,
16,1680046244557,28/03/2023 23:30:44,1680021044557,-7,28/03/2023 09:30:44,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,14,main,main,l6tere,1,response,cross.png,845.6719999940397,835.7999999999993,845.6719999940397,845.6719999940397,835.7999999999993,845.6719999940397,1,0,845.6719999940397,0,0,,Click Response,Response,2,object-19,main,2,kilp,cross.png,non,non,,,
17,1680046245311,28/03/2023 23:30:45,1680021045311,-7,28/03/2023 09:30:45,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,15,main,main,l6tere,1,response,tick.png,763.4719999880799,752.2200000000012,763.4719999880799,763.4719999880799,752.2200000000012,763.4719999880799,1,0,763.4719999880799,0,0,,Click Response,Response,1,object-18,main,2,breeding,tick.png,word,word,,,
18,1680046246053,28/03/2023 23:30:46,1680021046053,-7,28/03/2023 09:30:46,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,16,main,main,l6tere,1,response,tick.png,753.7519999880788,752.2200000000012,753.7519999880788,753.7519999880788,752.2200000000012,753.7519999880788,1,0,753.7519999880788,0,0,,Click Response,Response,1,object-18,main,2,turmoil,tick.png,word,word,,,
19,1680046246953,28/03/2023 23:30:46,1680021046953,-7,28/03/2023 09:30:46,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,17,main,main,l6tere,1,response,tick.png,901.732000005959,885.9480000000003,901.732000005959,901.732000005959,885.9480000000003,901.732000005959,1,0,901.732000005959,0,0,,Click Response,Response,1,object-18,main,2,rascal,tick.png,word,word,,,
20,1680046248439,28/03/2023 23:30:48,1680021048439,-7,28/03/2023 09:30:48,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,18,main,main,l6tere,1,response,cross.png,1501.0839999880773,1487.7239999999983,1501.0839999880773,1501.0839999880773,1487.7239999999983,1501.0839999880773,0,0,1501.0839999880773,0,0,,Click Response,Response,2,object-19,main,2,eloquence,tick.png,word,word,,,
21,1680046249034,28/03/2023 23:30:49,1680021049034,-7,28/03/2023 09:30:49,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,19,main,main,l6tere,1,response,tick.png,609.2599999940394,601.7760000000017,609.2599999940394,609.2599999940394,601.7760000000017,609.2599999940394,0,0,609.2599999940394,0,0,,Click Response,Response,1,object-18,main,2,exprate,cross.png,non,non,,,
22,1680046250024,28/03/2023 23:30:50,1680021050024,-7,28/03/2023 09:30:50,127819,11,task-fg99,,28497534,BLIND,8469996,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1920x1080,1548x977,,English lextale,4,ABC,BA,eng,20,main,main,l6tere,1,response,tick.png,997.4839999940377,986.2439999999988,997.4839999940377,997.4839999940377,986.2439999999988,997.4839999940377,1,0,997.4839999940377,0,0,,Click Response,Response,1,object-18,main,2,ingenious,tick.png,word,word,,,
